session,stimulus_type,nth_stimulus_per_type,difficulty,probability_of_sup,informativity,relevance,effect_size,rating_in_d,rating_error,rating_direction,relevance_obj,relevance_pstand
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,plot,5,2,46,1,5,0.2,0.14203472966690942,-0.057965270333090596,correct effdir,0,-0.8261066977483058
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,plot,6,2,51,1,5,-0.2,-0.03545279005335607,-0.16454720994664396,correct effdir,0.2,-0.8261066977483058
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,text,1,6,16,4,20,0.8,1.406375825644072,0.6063758256440719,correct effdir,0,0.31773334528781005
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,text,2,6,37,5,20,0.2,0.46931150324984316,0.26931150324984315,correct effdir,0,0.31773334528781005
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,text,3,6,77,5,30,-0.5,-1.044887234634358,0.5448872346343581,correct effdir,0.5,1.0802933739785539
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,text,4,6,19,5,20,0.5,1.2415328468185396,0.7415328468185396,correct effdir,0,0.31773334528781005
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,text,5,6,83,6,45,-0.8,-1.3493934417445053,0.5493934417445052,correct effdir,0.8,2.2241334170146696
d46-CGYGein5YPwnLoo3IhOQteqpgqQ596-AH5jw92g-N6Bg8ax_xChKI8yKtFDC,text,6,6,54,6,25,-0.2,-0.14203472966690964,-0.057965270333090374,correct effdir,0.2,0.699013359633182
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,plot,1,2,45,2,0,-0.5,0.17771198098851532,-0.6777119809885153,false effdir,0.5,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,plot,2,2,42,2,0,-0.8,0.28552049635709514,-1.0855204963570952,false effdir,0.8,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,plot,3,2,35,2,0,0.8,0.5449254294535087,-0.2550745705464913,correct effdir,0,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,plot,4,2,48,2,0,0.5,0.07092787793743735,-0.4290721220625626,correct effdir,0,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,plot,5,2,39,2,0,0.2,0.3950167667445473,0.19501676674454727,correct effdir,0,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,plot,6,2,49,2,0,-0.2,0.03545279005335607,-0.23545279005335606,false effdir,0.2,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,text,1,6,22,6,0,0.5,1.0920461162781105,0.5920461162781105,correct effdir,0,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,text,2,6,67,6,0,-0.2,-0.6221311651615697,0.42213116516156973,correct effdir,0.2,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,text,3,6,68,6,0,-0.8,-0.6614259848133475,-0.13857401518665258,correct effdir,0.8,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,text,4,6,59,6,0,0.2,-0.3217971920157825,-0.5217971920157825,false effdir,0,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,text,5,6,55,6,0,0.8,-0.1777119809885155,-0.9777119809885155,false effdir,0,NA
rk_w4sX-Z_pGgSAMSpSTc8MSULC9xSVj5Zv2lwmsjyUJ6snN7RTlJbdrdKjRznv_,text,6,6,62,6,0,-0.5,-0.4320150735745894,-0.0679849264254106,correct effdir,0.5,NA
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,plot,1,3,29,4,200,0.2,0.7826041756056644,0.5826041756056644,correct effdir,0,-0.8575846509014159
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,plot,2,2,29,4,200,-0.8,0.7826041756056644,-1.5826041756056646,false effdir,0.8,-0.8575846509014159
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,plot,3,2,47,4,200,0.8,0.10644765981953207,-0.693552340180468,correct effdir,0,-0.8575846509014159
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,plot,4,1,17,4,300,0.5,1.3493934417445053,0.8493934417445053,correct effdir,0,-0.03430338603605679
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,plot,5,2,29,3,300,-0.5,0.7826041756056644,-1.2826041756056643,false effdir,0.5,-0.03430338603605679
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,plot,6,2,13,4,300,-0.2,1.5929576112234147,-1.7929576112234147,false effdir,0.2,-0.03430338603605679
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,text,1,5,29,4,500,0.2,0.7826041756056644,0.5826041756056644,correct effdir,0,1.6122591436946614
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,text,2,4,49,4,400,-0.8,0.03545279005335607,-0.8354527900533562,false effdir,0.8,0.7889778788293024
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,text,3,5,61,5,500,-0.5,-0.3950167667445473,-0.10498323325545272,correct effdir,0.5,1.6122591436946614
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,text,4,5,20,5,200,0.5,1.1902321628999897,0.6902321628999897,correct effdir,0,-0.8575846509014159
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,text,5,5,64,5,400,-0.2,-0.5069372869677314,0.3069372869677314,correct effdir,0.2,0.7889778788293024
iixn0V6RNVLLT3NojoSH3SIlF21iOshWOS0F7i5R0nV25UMoMQCmBrZUlbz7Tth8,text,6,6,9,5,150,0.8,1.8961139524647004,1.0961139524647003,correct effdir,0,-1.2692252833340956
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,plot,1,6,37,6,0,0.8,0.46931150324984316,-0.3306884967501569,correct effdir,0,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,plot,2,6,63,6,20,-0.8,-0.46931150324984316,-0.3306884967501569,correct effdir,0.8,2.815398832889453
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,plot,3,6,43,6,0,0.5,0.24943073588532122,-0.2505692641146788,correct effdir,0,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,plot,4,5,47,5,0,0.2,0.10644765981953207,-0.09355234018046794,correct effdir,0,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,plot,5,5,53,5,0,-0.2,-0.10644765981953207,-0.09355234018046794,correct effdir,0.2,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,plot,6,6,64,6,10,-0.5,-0.5069372869677314,0.0069372869677314375,correct effdir,0.5,1.2065994998097656
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,text,1,2,57,1,0,-0.2,-0.249430735885321,0.04943073588532099,correct effdir,0.2,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,text,2,3,62,1,0,-0.5,-0.4320150735745894,-0.0679849264254106,correct effdir,0.5,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,text,3,2,27,2,0,0.5,0.8666484430941356,0.3666484430941356,correct effdir,0,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,text,4,2,61,1,0,-0.8,-0.3950167667445473,-0.40498323325545277,correct effdir,0.8,-0.40219983326992187
ytT1zf_RXwkynTn3selBoOlcWi-3Q5SktM8sSm8kTeVpKA1ycbTgsFG7Rk0FkJcM,text,5,2,33,2,0,0.8,0.6221311651615695,-0.17786883483843052,correct effdir,0,-0.40219983326992187
